,Ticker,TrumpBeta,TrumpOdds
136,ALDR,,0.4
137,TRCO,,0.4
138,AQ,,0.4
139,MOSC,,0.4
140,CZFC,,0.4
141,CHAC,,0.4
142,QLI,,0.4
143,MTFB,,0.4
144,GCI.1,,0.4
145,APU,,0.4
146,AKP,,0.4
147,JHD,,0.4
148,MNI,,0.4
149,QTNA,,0.4
150,AKO.B,,0.4
151,NLNK,,0.4
152,JIH.U,,0.4
153,RHT,,0.4
154,MAMS,,0.4
155,NETS,,0.4
156,NANO,,0.4
157,APF,,0.4
158,FNSR,,0.4
159,TLP,,0.4
160,TKKS,,0.4
161,APHB,,0.4
162,NITE,,0.4
163,ISCA,,0.4
164,ALQA,,0.4
165,GBSG,,0.4
166,ECA,,0.4
167,DTLA.P,,0.4
168,DATA,,0.4
169,LION,,0.4
170,ALO,,0.4
171,PJC,,0.4
172,BRSS,,0.4
173,KRAT,,0.4
174,BRPM,,0.4
175,ISRL,,0.4
176,DRMT,,0.4
177,DRYS,,0.4
178,XON,,0.4
179,CMDS,,0.4
180,VLRX,,0.4
181,PLTX,,0.4
182,KEYW,,0.4
183,HF,,0.4
184,AETI,,0.4
185,HFBC,,0.4
186,CDAK,,0.4
187,CECO,,0.4
188,FDC,,0.4
189,NCI,,0.4
190,HIVE,,0.4
191,TYPE,,0.4
192,CMSS,,0.4
193,PETX,,0.4
194,PNTR,,0.4
195,ZGHB,,0.4
196,CNAC,,0.4
197,FELP,,0.4
198,SNH,,0.4
199,MRT,,0.4
200,CTRL,,0.4
201,GLOW,,0.4
202,PRMI,,0.4
203,IDSA,,0.4
204,YUMA,,0.4
205,CBM,,0.4
206,BCAC,,0.4
207,FCSC,,0.4
208,VICL,,0.4
209,VIAB,,0.4
210,SNNA,,0.4
211,CJ,,0.4
212,YXR,,0.4
213,FGP,,0.4
214,CBLK,,0.4
215,LTS,,0.4
216,LTXB,,0.4
217,BBT,,0.4
218,PRTO,,0.4
219,POC.2,,0.4
220,HIIQ,,0.4
221,HSGX,,0.4
222,MCRN,,0.4
223,OHRP,,0.4
224,HIFR,,0.4
225,WAIR,,0.4
226,WAGE,,0.4
227,ZF,,0.4
228,OHAI,,0.4
229,CCNI.1,,0.4
230,CCA,,0.4
231,ENFC,,0.4
232,UBNK,,0.4
233,MPO,,0.4
234,MMDM,,0.4
235,CCC.4,,0.4
236,WCG,,0.4
237,LTNU,,0.4
238,GTXI,,0.4
239,EMCI,,0.4
240,BCS.PD,,0.4
241,HSAC,,0.4
242,DERM,0.8691231382,0.4
243,ANPC,0.8068006519,0.4
244,BOLD,0.7918056103,0.4
245,BKCH,0.7866676491,0.4
246,POPE,0.7677243567,0.4
247,ARVN,0.7656002294,0.4
248,DEAC,0.7627276544,0.4
249,VERU,0.7517927942,0.4
250,XENE,0.7503730012,0.4
251,EPZM,0.7472138313,0.4
252,HABT,0.746329963,0.4
253,SORL,0.7414033631,0.4
254,CSS,0.7400269647,0.4
255,CALA,0.7375508921,0.4
256,ARQL,0.727166226,0.4
257,LDOS,0.7260184058,0.4
258,UIS,0.7247708179,0.4
259,SLNO,0.7209874405,0.4
260,ISR,0.7110852742,0.4
261,PDLI,0.7100978644,0.4
262,FG,0.7002447436,0.4
263,THOR,0.699492164,0.4
264,RDVT,0.6920328645,0.4
265,CFRX,0.6918953426,0.4
266,SLIM,0.6916289957,0.4
267,CLSD,0.6891996913,0.4
268,SELB,0.6813776243,0.4
269,GRTX,0.6760462735,0.4
270,TLRA,0.6709997333,0.4
271,DWAQ,0.6700160819,0.4
272,VALU,0.6693078978,0.4
273,EHC,0.664857067,0.4
274,CACI,0.662556089,0.4
275,BSBK,0.6614706774,0.4
276,CRCM,0.656701933,0.4
277,KRYS,0.6546031105,0.4
278,TRI,0.6527791984,0.4
279,APLS,0.6492184811,0.4
280,NWE,0.6484214494,0.4
281,APTO,0.6480844775,0.4
282,GLPG,0.6471369278,0.4
283,LUNA,0.6461597932,0.4
284,TBPH,0.6430397741,0.4
285,AUPH,0.6349202572,0.4
286,BTI,0.6244957078,0.4
287,EH,0.6238488328,0.4
288,ACIU,0.6225016463,0.4
289,PTCT,0.6217002654,0.4
290,APLT,0.6200176978,0.4
291,CI,0.6141798848,0.4
292,WAAS,0.6136009786,0.4
293,MTEM,0.6130191732,0.4
294,MANT,0.6099298323,0.4
295,BIIB,0.6091950904,0.4
296,EHTH,0.6070351642,0.4
297,FTSV,0.6069249781,0.4
298,VEL,0.6060966136,0.4
299,III,0.6045134227,0.4
300,MTL,0.6040490001,0.4
301,OYST,0.6024490552,0.4
302,LOGM,0.6022347979,0.4
303,UBIO,0.6009758032,0.4
304,AVX,0.5977101201,0.4
305,PRVL,0.5903984755,0.4
306,CRTX,0.5899098478,0.4
307,COLL,0.5889927239,0.4
308,FENG,0.5885915747,0.4
309,VSTM,0.5877732164,0.4
310,VTVT,0.5846216906,0.4
311,NTX,0.5839384737,0.4
312,PSN,0.5835345491,0.4
313,IPHA,0.5832974615,0.4
314,AXE,0.5830690731,0.4
315,SNGX,0.5816352462,0.4
316,MBT,0.5794092007,0.4
317,CJJD,0.5758118932,0.4
318,GBLI,0.5757214559,0.4
319,BREW,0.574788468,0.4
320,IRWD,0.5744383095,0.4
321,ESE,0.5741852971,0.4
322,SAUC,0.5738023058,0.4
323,NGG,0.5737640775,0.4
324,ALEC,0.5729310652,0.4
325,ESPR,0.568946797,0.4
326,PBH,0.567298863,0.4
327,PPH,0.566166089,0.4
328,BMY,0.565520243,0.4
329,CNSP,0.5644202976,0.4
330,GPN,0.5635743666,0.4
331,ZGYHU,0.5631588581,0.4
332,NERV,0.5630474901,0.4
333,XOMA,0.5620457754,0.4
334,TIF,0.5518106508,0.4
335,PRTA,0.5510268791,0.4
336,OCX,0.549366408,0.4
337,HIMX,0.5486206536,0.4
338,MBOT,0.548197402,0.4
339,APRE,0.5471449759,0.4
340,AXSM,0.5465433914,0.4
341,AQN,0.5464032904,0.4
342,WMGI,0.5461708091,0.4
343,PULM,0.5456072202,0.4
344,KIDS,0.5446341641,0.4
345,DARE,0.5426657697,0.4
346,ONCY,0.5397108843,0.4
347,UFPT,0.5388468927,0.4
348,BXRX,0.5364316102,0.4
349,GBT,0.5361489174,0.4
350,TKAT,0.5349800428,0.4
351,CRUS,0.5296810817,0.4
352,ENDP,0.526410441,0.4
353,INVA,0.5260200009,0.4
354,ICPT,0.5237092575,0.4
355,CHPMU,0.5231409828,0.4
356,AIH,0.5186382456,0.4
357,JNJ,0.518328147,0.4
358,GTT,0.517997329,0.4
359,KEM,0.5179332429,0.4
360,NNVC,0.5171918418,0.4
361,CNST,0.5164961868,0.4
362,STN,0.5155098285,0.4
363,EYEG,0.5137958993,0.4
364,BEAT,0.5104074731,0.4
365,MU,0.5061228667,0.4
366,SEAC,0.5061008552,0.4
367,CAN,0.5048633722,0.4
368,ATEX,0.5046384554,0.4
369,XAIR,0.5042721281,0.4
370,VEC,0.5037675342,0.4
371,VERY,0.5021365137,0.4
372,ORMP,0.5015490966,0.4
373,ALLT,0.5009180504,0.4
374,ZYME,0.500514635,0.4
375,TDY,0.5001069886,0.4
376,BLU,0.4988257859,0.4
377,ELP,0.4983784584,0.4
378,PAVM,0.4974387127,0.4
379,ICAD,0.4967089322,0.4
380,DDD,0.4958939994,0.4
381,KOD,0.4941479132,0.4
382,INTC,0.493680023,0.4
383,AVDL,0.4932031368,0.4
384,ARCE,0.4925011563,0.4
385,SCWX,0.492102314,0.4
386,SEM,0.4897694208,0.4
387,ACU,0.4883412509,0.4
388,INGR,0.4879386716,0.4
389,KDMN,0.4860062369,0.4
390,LITE,0.4857736768,0.4
391,IMGN,0.4856957012,0.4
392,AMHCU,0.4855079001,0.4
393,LNN,0.4834568446,0.4
394,SLGL,0.4804213194,0.4
395,SUSL,0.4803004094,0.4
396,UEPS,0.4796828027,0.4
397,GORO,0.479547323,0.4
398,AGIO,0.4786664343,0.4
399,CUI,0.4782004503,0.4
400,BAM,0.477770015,0.4
401,GILT,0.4777000204,0.4
402,MEET,0.4762655211,0.4
403,PCYO,0.4749500448,0.4
404,BCEL,0.4740579215,0.4
405,GLEO,0.4737782706,0.4
406,PCOM,0.4727605045,0.4
407,XGN,0.472482531,0.4
408,CNC,0.470432359,0.4
409,SAVA,0.4692106861,0.4
410,CCOI,0.4677285731,0.4
411,MLAB,0.4672149129,0.4
412,NTCT,0.4661957175,0.4
413,FPAY,0.4659943251,0.4
414,DVA,0.465116494,0.4
415,PLAB,0.4640546821,0.4
416,SVRA,0.4633008687,0.4
417,AGN,0.4626077341,0.4
418,COHU,0.4622587537,0.4
419,AEY,0.4616581112,0.4
420,SAQNU,0.461250625,0.4
421,KPTI,0.460971109,0.4
422,BZM,0.4599389439,0.4
423,NSEC,0.4585843145,0.4
424,CANG,0.4574871457,0.4
425,BVSN,0.4559945255,0.4
426,FTXH,0.4555667422,0.4
427,HMI,0.4553615268,0.4
428,TSG,0.45522489,0.4
429,PXLW,0.4544301483,0.4
430,ASND,0.4525897033,0.4
431,NG,0.4519359238,0.4
432,AON,0.4497604421,0.4
433,ATLC,0.449735784,0.4
434,AGRX,0.4495035223,0.4
435,QURE,0.4485573921,0.4
436,ALLE,0.4476339986,0.4
437,DEA,0.4464902286,0.4
438,PERI,0.4446266621,0.4
439,EXPC,0.4422025493,0.4
440,ITGR,0.4421653959,0.4
441,TSU,0.4415363243,0.4
442,AUBN,0.4414893359,0.4
443,PIH,0.4407753969,0.4
444,NXTC,0.440586289,0.4
445,FSRVU,0.4399775866,0.4
446,AVD,0.4391729698,0.4
447,ZEAL,0.4378118156,0.4
448,RGNX,0.4362109302,0.4
449,TGE,0.4356933355,0.4
450,TEVA,0.4349572441,0.4
451,UFAB,0.4344856443,0.4
452,YI,0.4342943439,0.4
453,VCTR,0.4341178006,0.4
454,FCN,0.4333257449,0.4
455,LMT,0.4331694437,0.4
456,UHT,0.4321471533,0.4
457,BRO,0.4319545672,0.4
458,FULC,0.4307287821,0.4
459,ADXS,0.4303652988,0.4
460,CYCC,0.430364341,0.4
461,AYR,0.4296909288,0.4
462,PCG,0.4291313765,0.4
463,RETA,0.4284533157,0.4
464,CLVS,0.427000413,0.4
465,SIF,0.4268226933,0.4
466,BX,0.4261602852,0.4
467,IQ,0.4257704238,0.4
468,BRBR,0.4239376676,0.4
469,ICBK,0.4237014574,0.4
470,CPHI,0.4236328259,0.4
471,LN,0.4229717168,0.4
472,MOHO,0.4224294781,0.4
473,COO,0.4222127817,0.4
474,RLMD,0.4222010862,0.4
475,TAC,0.4214632021,0.4
476,TECD,0.4209341971,0.4
477,UROV,0.4208862334,0.4
478,UTI,0.4208705446,0.4
479,VIE,0.4208652555,0.4
480,BWAY,0.4196964494,0.4
481,SLM,0.4194738377,0.4
482,SCPH,0.4194333397,0.4
483,LPTX,0.4191906594,0.4
484,MLP,0.4191474725,0.4
485,ISEE,0.4179075899,0.4
486,SSTI,0.4177716934,0.4
487,CNAT,0.4174384636,0.4
488,LBRDK,0.4174209247,0.4
489,NPA,0.4172344202,0.4
490,PSCH,0.4163224273,0.4
491,ORSN,0.4146627103,0.4
492,YLCO,0.4142642151,0.4
493,ICUI,0.4141600084,0.4
494,MANU,0.4128465344,0.4
495,RDNT,0.4122638516,0.4
496,HUIZ,0.4116488255,0.4
497,VRNT,0.4108949594,0.4
498,IOVA,0.4105244045,0.4
499,KRTX,0.4103707737,0.4
500,EVFM,0.4101688849,0.4
501,IIIV,0.4100456676,0.4
502,PBBI,0.4073502913,0.4
503,CBB,0.4071735528,0.4
504,TCMD,0.4068408998,0.4
505,CRNX,0.4063582088,0.4
506,GRFS,0.4063504,0.4
507,HLI,0.4052572403,0.4
508,COE,0.404912252,0.4
509,LK,0.4041394974,0.4
510,MMC,0.4037072507,0.4
511,PM,0.4036368563,0.4
512,TCO,0.4025064024,0.4
513,PRVB,0.4024936827,0.4
514,ARDX,0.4015857393,0.4
515,MSA,0.4007626005,0.4
516,ACA,0.4002129948,0.4
517,SHEN,0.3986417948,0.4
518,TMSR,0.3984598678,0.4
519,QADA,0.3975489295,0.4
520,SRACU,0.3954941361,0.4
521,ENB,0.3952103126,0.4
522,VRS,0.3947116884,0.4
523,AVRO,0.3943557063,0.4
524,CVM,0.3940918531,0.4
525,SO,0.3936060252,0.4
526,FIT,0.3928426715,0.4
527,HOOK,0.3926773988,0.4
528,NLTX,0.3904546881,0.4
529,FISV,0.3902831536,0.4
530,HQY,0.3882956454,0.4
531,OMCL,0.3880789254,0.4
532,ATXI,0.387427152,0.4
533,TNK,0.3865417488,0.4
534,STSA,0.3862563954,0.4
535,AMSF,0.3852006619,0.4
536,ALL,0.3849122178,0.4
537,SIMO,0.3819673341,0.4
538,VBLT,0.3811502389,0.4
539,SYNH,0.3805553306,0.4
540,FIS,0.3790247827,0.4
541,CLRB,0.3787559426,0.4
542,SAIC,0.3777295057,0.4
543,BROG,0.3750179611,0.4
544,HCHC,0.3749560506,0.4
545,CUE,0.3748364485,0.4
546,ATRC,0.3737618796,0.4
547,RAD,0.3737182885,0.4
548,GNFT,0.3726982396,0.4
549,IVAC,0.3724941191,0.4
550,CNNE,0.3713746662,0.4
551,DCPH,0.369919734,0.4
552,FFBW,0.368898883,0.4
553,CAH,0.3657895555,0.4
554,ITP,0.3655519376,0.4
555,PESI,0.3655329361,0.4
556,AC,0.3652418415,0.4
557,STRO,0.3649123691,0.4
558,TRNS,0.3642214481,0.4
559,NLOK,0.3639748899,0.4
560,TRP,0.3636054121,0.4
561,TSQ,0.3633003805,0.4
562,BBIO,0.3631203993,0.4
563,NSYS,0.3625359582,0.4
564,KLIC,0.3613771731,0.4
565,MCF,0.3613042921,0.4
566,THQ,0.3606728122,0.4
567,BMI,0.3594800761,0.4
568,CABO,0.3594535842,0.4
569,EBMT,0.3582951155,0.4
570,FREQ,0.3582432143,0.4
571,MX,0.3577619541,0.4
572,CWBR,0.3574131573,0.4
573,GMRE,0.3562858189,0.4
574,IFRX,0.3558866967,0.4
575,BME,0.3553959378,0.4
576,MPW,0.3552056155,0.4
577,AMBA,0.3551402585,0.4
578,SRRK,0.3550385221,0.4
579,PTI,0.354923771,0.4
580,RARX,0.3530866532,0.4
581,CCXI,0.3528112564,0.4
582,CERN,0.3511994265,0.4
583,CHE,0.3509882429,0.4
584,FN,0.350238755,0.4
585,DX,0.349832315,0.4
586,MTNB,0.3496846119,0.4
587,PTACU,0.3494443146,0.4
588,YVR,0.3490274458,0.4
589,NVRO,0.3483670634,0.4
590,KNSA,0.3479747352,0.4
591,AMN,0.3475588386,0.4
592,GEMP,0.3468228228,0.4
593,GV,0.3466188031,0.4
594,V,0.3465552581,0.4
595,LM,0.3447120903,0.4
596,RELX,0.344068841,0.4
597,CPSI,0.3439959414,0.4
598,CRZO,0.3436540082,0.4
599,SCOR,0.3430803966,0.4
600,LLY,0.3415299081,0.4
601,FOMX,0.3410587536,0.4
602,BEST,0.3395710316,0.4
603,VGR,0.339481184,0.4
604,QK,0.3379561264,0.4
605,CNCE,0.3376536944,0.4
606,CWCO,0.3373349193,0.4
607,MLSS,0.3367273565,0.4
608,SYNA,0.33653492,0.4
609,LGL,0.335968657,0.4
610,LATNU,0.3355476223,0.4
611,GRX,0.3351117003,0.4
612,PGNY,0.3346148513,0.4
613,WEBK,0.3342342572,0.4
614,GNMX,0.3341166285,0.4
615,FMAO,0.334047336,0.4
616,ITCI,0.3339015562,0.4
617,AVP,0.3338629256,0.4
618,NYMX,0.3327509513,0.4
619,AHPI,0.3326417214,0.4
620,STT,0.3324945757,0.4
621,CBLI,0.3319697103,0.4
622,HAPP,0.331472495,0.4
623,NVT,0.3312409068,0.4
624,DOX,0.3310423148,0.4
625,CEL,0.3303731768,0.4
626,OSG,0.3287653713,0.4
627,GLMD,0.3286761071,0.4
628,TPCO,0.327895929,0.4
629,LARK,0.3274722754,0.4
630,REPH,0.3269449019,0.4
631,IDN,0.3269163027,0.4
632,HPQ,0.3264124691,0.4
633,UNH,0.3252943625,0.4
634,RRBI,0.3250420673,0.4
635,NWN,0.3242423475,0.4
636,LNT,0.3240053539,0.4
637,BAX,0.323143687,0.4
638,PWFL,0.3223369789,0.4
639,BBGI,0.3218641613,0.4
640,ODP,0.3215179797,0.4
641,APXT,0.3198046119,0.4
642,TRHC,0.3196239675,0.4
643,ARAV,0.3192672751,0.4
644,PRNB,0.3182150271,0.4
645,TYL,0.3174418228,0.4
646,PRGO,0.3170565302,0.4
647,CVV,0.3169329708,0.4
648,VSH,0.316449096,0.4
649,SPFI,0.3162245841,0.4
650,PLNT,0.3157071188,0.4
651,ANTM,0.3156200285,0.4
652,BURL,0.3147506685,0.4
653,FELE,0.3145984752,0.4
654,RMTI,0.3143787877,0.4
655,SCU,0.3143153126,0.4
656,SMAR,0.3142307519,0.4
657,KRMD,0.3135212455,0.4
658,GILD,0.3134359049,0.4
659,RXN,0.3131482414,0.4
660,FUSB,0.3127165164,0.4
661,HQH,0.3126861782,0.4
662,PLX,0.3125753985,0.4
663,PRFT,0.3116545376,0.4
664,ES,0.3108871083,0.4
665,QTT,0.310756527,0.4
666,PDM,0.3100537482,0.4
667,ASPN,0.3091977232,0.4
668,XLRN,0.3091433251,0.4
669,LPT,0.3076275469,0.4
670,AVA,0.3069381815,0.4
671,ONTO,0.3064902131,0.4
672,AKBA,0.305693214,0.4
673,ENTX,0.3053143415,0.4
674,USMC,0.3051255152,0.4
675,SENEA,0.3045781123,0.4
676,YIN,0.3045494268,0.4
677,JOE,0.3045227697,0.4
678,ALIM,0.3041634515,0.4
679,LHX,0.3023261794,0.4
680,SAFE,0.3023069553,0.4
681,NVO,0.3022865355,0.4
682,GE,0.3012574451,0.4
683,INTG,0.3010809361,0.4
684,HE,0.3009997422,0.4
685,ACM,0.2999159098,0.4
686,AJRD,0.298204967,0.4
687,CDLX,0.2975189983,0.4
688,BIDU,0.2974801915,0.4
689,JCS,0.2965499366,0.4
690,KIN,0.2964605487,0.4
691,XBIT,0.2961711945,0.4
692,ACTT,0.2960614164,0.4
693,ASMB,0.2948380082,0.4
694,ESBK,0.2947948388,0.4
695,EYEN,0.2942664497,0.4
696,PAAC,0.2936513161,0.4
697,RTIX,0.2932505563,0.4
698,WEC,0.2928679704,0.4
699,EXPR,0.2922689462,0.4
700,AEHR,0.2913483669,0.4
701,DUO,0.290962699,0.4
702,FE,0.290651343,0.4
703,MNK,0.2891483887,0.4
704,OPI,0.2889444355,0.4
705,TRNO,0.2885741961,0.4
706,EQC,0.2884075544,0.4
707,SSNC,0.2882613371,0.4
708,CBZ,0.2873042001,0.4
709,RSG,0.2870610292,0.4
710,NVS,0.2857298516,0.4
711,HRL,0.2856617199,0.4
712,CYOU,0.2854991337,0.4
713,UBCP,0.2854716174,0.4
714,MGTA,0.2851358903,0.4
715,CRAI,0.2846058505,0.4
716,CBSH,0.2835985484,0.4
717,PSXP,0.2832710781,0.4
718,CBU,0.282859532,0.4
719,RL,0.2808758015,0.4
720,BBCP,0.2808302574,0.4
721,PLG,0.2807788884,0.4
722,IRMD,0.2804925008,0.4
723,ACIA,0.2800546644,0.4
724,TDIV,0.2799842298,0.4
725,STRA,0.2798674709,0.4
726,TFSL,0.2796695869,0.4
727,IMMP,0.2793027049,0.4
728,TTMI,0.2790138828,0.4
729,RUHN,0.2781857966,0.4
730,LNDC,0.2777122266,0.4
731,D,0.2766978767,0.4
732,EVRG,0.2765595177,0.4
733,SAEX,0.2765392448,0.4
734,HR,0.2759181949,0.4
735,OTEX,0.2757627836,0.4
736,CPB,0.2754110487,0.4
737,ETR,0.2749500054,0.4
738,HII,0.2739757418,0.4
739,BWG,0.2737523659,0.4
740,WDC,0.2734358615,0.4
741,ISNS,0.2729647131,0.4
742,BTZ,0.2718234353,0.4
743,RAND,0.2704964425,0.4
744,VRTX,0.2702208317,0.4
745,WTR,0.2698220142,0.4
746,FPH,0.2697455613,0.4
747,AEE,0.2693104682,0.4
748,GOOGL,0.2685442426,0.4
749,CBPX,0.2684743683,0.4
750,LVS,0.2683782335,0.4
751,POR,0.2682163105,0.4
752,DTSS,0.2679383863,0.4
753,HIW,0.2679123716,0.4
754,VRSN,0.2678033037,0.4
755,IRDM,0.2671664439,0.4
756,ADRO,0.2669939439,0.4
757,OESX,0.2667395258,0.4
758,HUM,0.2657603606,0.4
759,CPAA,0.2654341366,0.4
760,GEN,0.265232232,0.4
761,PAHC,0.2642133689,0.4
762,GSK,0.2640687726,0.4
763,AIRI,0.2633937812,0.4
764,MIRM,0.2631124625,0.4
765,PBYI,0.2625807734,0.4
766,ALNY,0.2625032307,0.4
767,AAMC,0.2622769337,0.4
768,FCEL,0.2622423855,0.4
769,THBR,0.2619180911,0.4
770,SREV,0.261601896,0.4
771,TU,0.2614147806,0.4
772,GHG,0.2605792583,0.4
773,ACEL,0.2604565031,0.4
774,LCTX,0.2594481271,0.4
775,DTF,0.259294897,0.4
776,BWXT,0.2591671994,0.4
777,GWRS,0.2586373678,0.4
778,WLTW,0.2585029721,0.4
779,PODD,0.2573628261,0.4
780,FENC,0.2572864841,0.4
781,INFN,0.2569089656,0.4
782,GGG,0.2566709623,0.4
783,SIG,0.2562572811,0.4
784,NGM,0.2557565644,0.4
785,GSB,0.2557300875,0.4
786,SCHW,0.2556731511,0.4
787,FORR,0.2551714005,0.4
788,SBFG,0.2549497344,0.4
789,PT,0.2548050506,0.4
790,UTHR,0.254138786,0.4
791,INSW,0.2541259751,0.4
792,INBK,0.2540131239,0.4
793,NUVA,0.2539412041,0.4
794,DL,0.253714144,0.4
795,PLBC,0.253429188,0.4
796,TAYD,0.2528832638,0.4
797,BSTC,0.2525065323,0.4
798,HLNE,0.252204395,0.4
799,SSPK,0.2518513761,0.4
800,TBK,0.2517786867,0.4
801,PFNX,0.2517015423,0.4
802,LW,0.2515953121,0.4
803,REKR,0.251459168,0.4
804,GNPX,0.2511793347,0.4
805,ABBV,0.2509811908,0.4
806,SMTX,0.2507932014,0.4
807,AGRO,0.2499005924,0.4
808,HCSG,0.2492818431,0.4
809,PACK,0.2492280471,0.4
810,NEE,0.2482388072,0.4
811,CIX,0.2480603374,0.4
812,COT,0.2477051671,0.4
813,LHC,0.2471399297,0.4
814,B,0.2469452898,0.4
815,EBF,0.2468459537,0.4
816,MCK,0.2464397281,0.4
817,AGNC,0.24614059,0.4
818,DSPG,0.2458421434,0.4
819,KGJI,0.2455354078,0.4
820,ICHR,0.2454359788,0.4
821,EXD,0.2452342692,0.4
822,SGLB,0.2442481126,0.4
823,FNHC,0.2442410124,0.4
824,KR,0.2438253768,0.4
825,ACLS,0.2433227139,0.4
826,BCOW,0.2431142359,0.4
827,LTHM,0.243011806,0.4
828,NOM,0.2429630186,0.4
829,ETNB,0.2428051095,0.4
830,HQL,0.2427185774,0.4
831,ABEO,0.2420201159,0.4
832,PCF,0.2418970094,0.4
833,LMNX,0.2412937582,0.4
834,DRNA,0.2398791624,0.4
835,CG,0.2396149279,0.4
836,IOTS,0.2392656167,0.4
837,CZR,0.2388056534,0.4
838,MFD,0.2383676059,0.4
839,CBIO,0.2383667554,0.4
840,YORW,0.2381826344,0.4
841,AEP,0.2380870928,0.4
842,STE,0.2375425389,0.4
843,HBT,0.237336852,0.4
844,GSAT,0.2369668829,0.4
845,AE,0.2369549043,0.4
846,JKHY,0.2368660724,0.4
847,HTA,0.2367056435,0.4
848,IFF,0.2358573539,0.4
849,REYN,0.2354827932,0.4
850,HUBG,0.2353775838,0.4
851,PRQR,0.2352698013,0.4
852,CFBK,0.2351176883,0.4
853,DWSH,0.2351162308,0.4
854,DBVT,0.2350352724,0.4
855,CLBS,0.23497618,0.4
856,IRIX,0.2348846764,0.4
857,FDP,0.2348111605,0.4
858,AMRX,0.2347578486,0.4
859,EIDX,0.234577358,0.4
860,S,0.2343349691,0.4
861,FTNT,0.2342481724,0.4
862,PRGS,0.2341455533,0.4
863,STM,0.2339361735,0.4
864,FIXX,0.2338649467,0.4
865,HNGR,0.2336841745,0.4
866,CZZ,0.2335438413,0.4
867,CLBK,0.2331706541,0.4
868,CATM,0.2327976963,0.4
869,ESTA,0.2324414932,0.4
870,MLNX,0.2324251719,0.4
871,BKH,0.2323787304,0.4
872,ASFI,0.2323767015,0.4
873,CTXS,0.2322464772,0.4
874,BSMQ,0.231273774,0.4
875,GAIA,0.2308416845,0.4
876,ATKR,0.2300602668,0.4
877,SBNY,0.2299041594,0.4
878,BSMP,0.2288769206,0.4
879,TNC,0.2288113625,0.4
880,ORTX,0.2287237513,0.4
881,RMBS,0.2282223684,0.4
